"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","733","Aggregate With Parameter Test","End To End Tests","Thu May 22 21:49:24 GMT 2025","passed","Thu May 22 21:49:25 GMT 2025","Named Query Tests","Typescript Client","",""
"","589","Test Offset Based Paging With Iterator No Data","End To End Tests","Thu May 22 21:49:19 GMT 2025","passed","Thu May 22 21:49:19 GMT 2025","EntityService Tests","Typescript Client","",""
"","130","Can count people across specific tenants","End To End Tests","Thu May 22 21:49:09 GMT 2025","passed","Thu May 22 21:49:09 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","648","Test Bulk CRUD","End To End Tests","Thu May 22 21:49:29 GMT 2025","passed","Thu May 22 21:49:30 GMT 2025","Versioned Tests","Typescript Client","",""
"","1","testSharedPolicyManagerInitialization()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testSharedPolicyManagerInitialization"
"","196","testCreateAndDeleteItem()","Structures Core","Thu May 22 21:46:59 GMT 2025","passed","Thu May 22 21:46:59 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCreateAndDeleteItem"
"","5","testAuthorizeReadFailsDueToFieldPolicy()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadFailsDueToFieldPolicy"
"","1","testPolicyEvaluatorWithFailedOperations()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithFailedOperations"
"","190","testFindById()","Structures Core","Thu May 22 21:47:01 GMT 2025","passed","Thu May 22 21:47:01 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindById"
"","188","Can find people by IDs across specific tenants","End To End Tests","Thu May 22 21:49:09 GMT 2025","passed","Thu May 22 21:49:09 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","1438","Test FindByIds","End To End Tests","Thu May 22 21:49:08 GMT 2025","passed","Thu May 22 21:49:10 GMT 2025","EntityService Tests","Typescript Client","",""
"","808","Test Alert Schema Evolution - Add Field (Non-Breaking)","End To End Tests","Thu May 22 21:49:22 GMT 2025","passed","Thu May 22 21:49:23 GMT 2025","Data Stream Tests","Typescript Client","",""
"","77","Can create a person","End To End Tests","Thu May 22 21:49:08 GMT 2025","passed","Thu May 22 21:49:08 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","1","testAuthorizeWriteOperationFails()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWriteOperationFails"
"","467","testCountByQuery()","Structures Core","Thu May 22 21:46:59 GMT 2025","passed","Thu May 22 21:46:59 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCountByQuery"
"","6926","Aggregate With Parameter and Tenant Selection Test","End To End Tests","Thu May 22 21:49:26 GMT 2025","passed","Thu May 22 21:49:33 GMT 2025","Admin Named Query Tests","Typescript Client","",""
"","1","testAuthorizeWithEntityOnlyPolicies()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWithEntityOnlyPolicies"
"","7786","Test Basic CRUD","End To End Tests","Thu May 22 21:49:01 GMT 2025","passed","Thu May 22 21:49:09 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","23","createStructureInvalidField()","Structures Core","Thu May 22 21:47:06 GMT 2025","passed","Thu May 22 21:47:06 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createStructureInvalidField"
"","1208","Test Cursor Based Paging With Iterator","End To End Tests","Thu May 22 21:49:14 GMT 2025","passed","Thu May 22 21:49:15 GMT 2025","EntityService Tests","Typescript Client","",""
"","506","Test Cursor Based Paging With Iterator No Data","End To End Tests","Thu May 22 21:49:16 GMT 2025","passed","Thu May 22 21:49:17 GMT 2025","EntityService Tests","Typescript Client","",""
"","1124","Test FindByIds and None Found","End To End Tests","Thu May 22 21:49:10 GMT 2025","passed","Thu May 22 21:49:11 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","519","testFindAll()","Structures Core","Thu May 22 21:46:59 GMT 2025","passed","Thu May 22 21:47:00 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindAll"
"","666","Aggregate Pageable Test","End To End Tests","Thu May 22 21:49:25 GMT 2025","passed","Thu May 22 21:49:26 GMT 2025","Named Query Tests","Typescript Client","",""
"","1058","Test Cursor Based Paging","End To End Tests","Thu May 22 21:49:13 GMT 2025","passed","Thu May 22 21:49:14 GMT 2025","EntityService Tests","Typescript Client","",""
"","893","Test CountByQuery","End To End Tests","Thu May 22 21:49:11 GMT 2025","passed","Thu May 22 21:49:12 GMT 2025","EntityService Tests","Typescript Client","",""
"","105","testFindByIds()","Structures Core","Thu May 22 21:47:02 GMT 2025","passed","Thu May 22 21:47:02 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindByIds"
"","7610","Test Basic CRUD","End To End Tests","Thu May 22 21:49:01 GMT 2025","passed","Thu May 22 21:49:08 GMT 2025","EntityService Tests","Typescript Client","",""
"","375","Can delete people across specific tenants","End To End Tests","Thu May 22 21:49:09 GMT 2025","passed","Thu May 22 21:49:09 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","252","Can bulk save people across multiple tenants and retrieve them selectively","End To End Tests","Thu May 22 21:49:08 GMT 2025","passed","Thu May 22 21:49:09 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","801","Test Offset Based Paging With Iterator","End To End Tests","Thu May 22 21:49:17 GMT 2025","passed","Thu May 22 21:49:18 GMT 2025","EntityService Tests","Typescript Client","",""
"","2327","bulkUpdateObjectWithMultipleIds()","Structures Core","Thu May 22 21:46:48 GMT 2025","passed","Thu May 22 21:46:50 GMT 2025","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","bulkUpdateObjectWithMultipleIds"
"","543","Test Stream Pagination","End To End Tests","Thu May 22 21:49:21 GMT 2025","passed","Thu May 22 21:49:22 GMT 2025","Data Stream Tests","Typescript Client","",""
"","407","Test Save Multiple","End To End Tests","Thu May 22 21:49:26 GMT 2025","passed","Thu May 22 21:49:26 GMT 2025","Named Query Tests","Typescript Client","",""
"","8","testAuthorizeWithNoPoliciesOnStructure()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWithNoPoliciesOnStructure"
"","751","Test Cursor Based Paging With Iterator Single Page","End To End Tests","Thu May 22 21:49:15 GMT 2025","passed","Thu May 22 21:49:16 GMT 2025","EntityService Tests","Typescript Client","",""
"","1199","Test CountByQuery and DeleteByQuery","End To End Tests","Thu May 22 21:49:12 GMT 2025","passed","Thu May 22 21:49:14 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","429","createPublishAndDeleteStructure()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:06 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createPublishAndDeleteStructure"
"","7134","testMultiTenantSearch()","Structures Core","Thu May 22 21:46:52 GMT 2025","passed","Thu May 22 21:46:59 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testMultiTenantSearch"
"","48","OpenApi Schema loads","End To End Tests","Thu May 22 21:49:34 GMT 2025","passed","Thu May 22 21:49:34 GMT 2025","","","",""
"","89","Can get person by ID","End To End Tests","Thu May 22 21:49:08 GMT 2025","passed","Thu May 22 21:49:08 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","38","createStructureWithSameNameError()","Structures Core","Thu May 22 21:47:06 GMT 2025","passed","Thu May 22 21:47:06 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createStructureWithSameNameError"
"","1304","Test Bulk CRUD","End To End Tests","Thu May 22 21:49:14 GMT 2025","passed","Thu May 22 21:49:15 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","68","createAndDeleteNamespace()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.namespace.NamespaceTests","org.kinotic.structures.namespace.NamespaceTests","createAndDeleteNamespace"
"","641","Test Stream Time Range Search","End To End Tests","Thu May 22 21:49:20 GMT 2025","passed","Thu May 22 21:49:21 GMT 2025","Data Stream Tests","Typescript Client","",""
"","1","testPolicyEvaluatorWithoutOperations()","Structures Core","Thu May 22 21:47:05 GMT 2025","passed","Thu May 22 21:47:05 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithoutOperations"
"","578","testCount()","Structures Core","Thu May 22 21:47:00 GMT 2025","passed","Thu May 22 21:47:00 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCount"
"","37","tryOperationOnNotPublishedStructure()","Structures Core","Thu May 22 21:47:06 GMT 2025","passed","Thu May 22 21:47:06 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","tryOperationOnNotPublishedStructure"
"","158","findMissingEntity()","Structures Core","Thu May 22 21:47:02 GMT 2025","passed","Thu May 22 21:47:02 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","findMissingEntity"
"","733","Test Bulk CRUD","End To End Tests","Thu May 22 21:49:19 GMT 2025","passed","Thu May 22 21:49:20 GMT 2025","EntityService Tests","Typescript Client","",""
"","231","tryOperationsOnPublishedStructure()","Structures Core","Thu May 22 21:47:06 GMT 2025","passed","Thu May 22 21:47:06 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","tryOperationsOnPublishedStructure"
