"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","testPolicyEvaluatorWithSuccessfulLastName()","Structures Core","Tue Apr 01 07:31:56 GMT 2025","passed","Tue Apr 01 07:31:56 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulLastName"
"","1","testSharedPolicyManagerInitialization()","Structures Core","Tue Apr 01 07:31:56 GMT 2025","passed","Tue Apr 01 07:31:56 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testSharedPolicyManagerInitialization"
"","0","testPolicyEvaluatorWithFailedOperations()","Structures Core","Tue Apr 01 07:31:56 GMT 2025","passed","Tue Apr 01 07:31:56 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithFailedOperations"
"","166","Can find people by IDs across specific tenants","End To End Tests","Tue Apr 01 07:34:38 GMT 2025","passed","Tue Apr 01 07:34:39 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","160","Can search for person","End To End Tests","Tue Apr 01 07:34:38 GMT 2025","failed","Tue Apr 01 07:34:38 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","358","Test Update Fails","End To End Tests","Tue Apr 01 07:35:01 GMT 2025","passed","Tue Apr 01 07:35:01 GMT 2025","Versioned Tests","Typescript Client","",""
"","1079","Test Cursor Based Paging","End To End Tests","Tue Apr 01 07:34:42 GMT 2025","passed","Tue Apr 01 07:34:43 GMT 2025","EntityService Tests","Typescript Client","",""
"","363","Can delete people across specific tenants","End To End Tests","Tue Apr 01 07:34:39 GMT 2025","passed","Tue Apr 01 07:34:39 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","6059","testMultiTenantSearch()","Structures Core","Tue Apr 01 07:31:44 GMT 2025","passed","Tue Apr 01 07:31:50 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testMultiTenantSearch"
"","1","testAuthorizeReadOperationWithNoFieldPolicies()","Structures Core","Tue Apr 01 07:31:56 GMT 2025","passed","Tue Apr 01 07:31:56 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadOperationWithNoFieldPolicies"
