"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8647","Aggregate Test","End To End Tests","Fri May 16 04:54:04 GMT 2025","passed","Fri May 16 04:54:12 GMT 2025","Named Query Tests","Typescript Client","",""
"","1","testAuthorizeWriteOperationFails()","Structures Core","Fri May 16 04:52:23 GMT 2025","passed","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWriteOperationFails"
"","1442","Test Cursor Based Paging","End To End Tests","Fri May 16 04:53:59 GMT 2025","passed","Fri May 16 04:54:01 GMT 2025","EntityService Tests","Typescript Client","",""
"","7961","Test Basic Stream Write and Search","End To End Tests","Fri May 16 04:53:57 GMT 2025","passed","Fri May 16 04:54:05 GMT 2025","Data Stream Tests","Typescript Client","",""
"","232","Can bulk save people across multiple tenants and retrieve them selectively","End To End Tests","Fri May 16 04:53:54 GMT 2025","passed","Fri May 16 04:53:55 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","121","Can create a person","End To End Tests","Fri May 16 04:53:54 GMT 2025","passed","Fri May 16 04:53:54 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","562","Test Offset Based Paging With Iterator No Data","End To End Tests","Fri May 16 04:54:06 GMT 2025","passed","Fri May 16 04:54:07 GMT 2025","EntityService Tests","Typescript Client","",""
"","9144","Test Basic CRUD","End To End Tests","Fri May 16 04:53:45 GMT 2025","passed","Fri May 16 04:53:54 GMT 2025","EntityService Tests","Typescript Client","",""
"","959","Test Stream Filtering by Severity","End To End Tests","Fri May 16 04:54:07 GMT 2025","passed","Fri May 16 04:54:08 GMT 2025","Data Stream Tests","Typescript Client","",""
"","838","Test Offset Based Paging With Iterator","End To End Tests","Fri May 16 04:54:04 GMT 2025","passed","Fri May 16 04:54:05 GMT 2025","EntityService Tests","Typescript Client","",""
"","3","testAuthorizeDeniedWithEntityOnlyPolicies()","Structures Core","Fri May 16 04:52:23 GMT 2025","passed","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeDeniedWithEntityOnlyPolicies"
"","812","Test Alert Schema Evolution - Add Field (Non-Breaking)","End To End Tests","Fri May 16 04:54:10 GMT 2025","passed","Fri May 16 04:54:10 GMT 2025","Data Stream Tests","Typescript Client","",""
"","1","testPolicyEvaluatorWithFailedOperations()","Structures Core","Fri May 16 04:52:23 GMT 2025","passed","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithFailedOperations"
"","22","OpenApi Schema loads","End To End Tests","Fri May 16 04:54:25 GMT 2025","passed","Fri May 16 04:54:25 GMT 2025","","","",""
"","1400","Test CountByQuery and DeleteByQuery","End To End Tests","Fri May 16 04:53:59 GMT 2025","passed","Fri May 16 04:54:01 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","1332","Test FindByIds and None Found","End To End Tests","Fri May 16 04:53:57 GMT 2025","passed","Fri May 16 04:53:58 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","9","bulkUpdateObjectWithMultipleIds()","Structures Core","Fri May 16 04:52:23 GMT 2025","broken","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","bulkUpdateObjectWithMultipleIds"
"","1047","Test CountByQuery","End To End Tests","Fri May 16 04:53:57 GMT 2025","passed","Fri May 16 04:53:58 GMT 2025","EntityService Tests","Typescript Client","",""
"","827","Test Bulk CRUD","End To End Tests","Fri May 16 04:54:07 GMT 2025","passed","Fri May 16 04:54:08 GMT 2025","EntityService Tests","Typescript Client","",""
"","612","OpenApi Schema loads","End To End Tests","Fri May 16 04:53:53 GMT 2025","passed","Fri May 16 04:53:54 GMT 2025","","OpenAPI Client","",""
"","0","testFindById()","Structures Core","Fri May 16 04:52:23 GMT 2025","broken","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindById"
"","501","Test Update Fails","End To End Tests","Fri May 16 04:54:18 GMT 2025","passed","Fri May 16 04:54:19 GMT 2025","Versioned Tests","Typescript Client","",""
"","1","testPolicyEvaluatorWithSuccessfulLastName()","Structures Core","Fri May 16 04:52:23 GMT 2025","passed","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulLastName"
"","848","Test Cursor Based Paging With Iterator Uneven Pages","End To End Tests","Fri May 16 04:54:02 GMT 2025","passed","Fri May 16 04:54:03 GMT 2025","EntityService Tests","Typescript Client","",""
"","0","createStructureWithSameNameError()","Structures Core","Fri May 16 04:52:23 GMT 2025","broken","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createStructureWithSameNameError"
"","1","testPolicyEvaluatorWithSuccessfulOperations()","Structures Core","Fri May 16 04:52:23 GMT 2025","passed","Fri May 16 04:52:23 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulOperations"
"","829","Test FindByIds","End To End Tests","Fri May 16 04:54:18 GMT 2025","passed","Fri May 16 04:54:18 GMT 2025","Versioned Tests","Typescript Client","",""
"","1423","Test Alert Schema Evolution - Remove Field (Breaking)","End To End Tests","Fri May 16 04:54:10 GMT 2025","passed","Fri May 16 04:54:12 GMT 2025","Data Stream Tests","Typescript Client","",""
