"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","167","Can bulk save people across multiple tenants and retrieve them selectively","End To End Tests","Tue Mar 18 18:36:07 GMT 2025","passed","Tue Mar 18 18:36:07 GMT 2025","Multitenant Selection Operations","OpenAPI Client","",""
"","373","createPublishAndDeleteStructure()","Structures Core","Tue Mar 18 18:32:01 GMT 2025","passed","Tue Mar 18 18:32:01 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createPublishAndDeleteStructure"
"","813","Test Bulk CRUD","End To End Tests","Tue Mar 18 18:36:19 GMT 2025","passed","Tue Mar 18 18:36:20 GMT 2025","EntityService Tests","Typescript Client","",""
"","460","Test Optimistic Locking","End To End Tests","Tue Mar 18 18:36:23 GMT 2025","passed","Tue Mar 18 18:36:24 GMT 2025","Versioned Tests","Typescript Client","",""
"","769","testBulk()","Structures Core","Tue Mar 18 18:31:43 GMT 2025","passed","Tue Mar 18 18:31:44 GMT 2025","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","testBulk"
"","0","testPolicyEvaluatorWithSuccessfulOperations()","Structures Core","Tue Mar 18 18:32:01 GMT 2025","passed","Tue Mar 18 18:32:01 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulOperations"
"","63","OpenApi Schema loads","End To End Tests","Tue Mar 18 18:36:30 GMT 2025","passed","Tue Mar 18 18:36:30 GMT 2025","","","",""
"","61","Can create a person","End To End Tests","Tue Mar 18 18:36:07 GMT 2025","passed","Tue Mar 18 18:36:07 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","286","testPartialUpdate()","Structures Core","Tue Mar 18 18:31:56 GMT 2025","passed","Tue Mar 18 18:31:56 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testPartialUpdate"
"","208","testCreateAndDeleteItem()","Structures Core","Tue Mar 18 18:31:55 GMT 2025","passed","Tue Mar 18 18:31:55 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCreateAndDeleteItem"
