"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7734","Test Basic CRUD","End To End Tests","Tue Jun 03 08:20:50 GMT 2025","passed","Tue Jun 03 08:20:58 GMT 2025","EntityService Tests","Typescript Client","",""
"","183","Can delete person","End To End Tests","Tue Jun 03 08:20:58 GMT 2025","passed","Tue Jun 03 08:20:58 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","7","testAuthorizeWithNoPoliciesOnStructure()","Structures Core","Tue Jun 03 08:17:53 GMT 2025","passed","Tue Jun 03 08:17:53 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWithNoPoliciesOnStructure"
"","218","tryOperationsOnPublishedStructure()","Structures Core","Tue Jun 03 08:17:54 GMT 2025","passed","Tue Jun 03 08:17:54 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","tryOperationsOnPublishedStructure"
"","1377","Test CountByQuery and DeleteByQuery","End To End Tests","Tue Jun 03 08:21:03 GMT 2025","passed","Tue Jun 03 08:21:04 GMT 2025","Admin EntityService Tests","Typescript Client","",""
"","1","testPolicyEvaluatorWithoutOperations()","Structures Core","Tue Jun 03 08:17:54 GMT 2025","passed","Tue Jun 03 08:17:54 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithoutOperations"
"","83","Can get person by ID","End To End Tests","Tue Jun 03 08:20:58 GMT 2025","passed","Tue Jun 03 08:20:58 GMT 2025","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","1","testAuthorizeDeniedWithEntityOnlyPolicies()","Structures Core","Tue Jun 03 08:17:54 GMT 2025","passed","Tue Jun 03 08:17:54 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeDeniedWithEntityOnlyPolicies"
"","1","testAuthorizeWriteOperationFails()","Structures Core","Tue Jun 03 08:17:54 GMT 2025","passed","Tue Jun 03 08:17:54 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWriteOperationFails"
"","215","testCreateAndDeleteItem()","Structures Core","Tue Jun 03 08:17:47 GMT 2025","passed","Tue Jun 03 08:17:48 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCreateAndDeleteItem"
"","1189","Test FindByIds and None Found","End To End Tests","Tue Jun 03 08:21:00 GMT 2025","passed","Tue Jun 03 08:21:01 GMT 2025","EntityService Tests","Typescript Client","",""
"","207","testFindById()","Structures Core","Tue Jun 03 08:17:49 GMT 2025","passed","Tue Jun 03 08:17:49 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindById"
"","7827","Aggregate Test","End To End Tests","Tue Jun 03 08:21:08 GMT 2025","passed","Tue Jun 03 08:21:16 GMT 2025","Named Query Tests","Typescript Client","",""
