"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","553","testCount()","","Tue Feb 25 09:32:02 GMT 2025","passed","Tue Feb 25 09:32:02 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCount"
"","39","createAndDeleteNamespace()","","Tue Feb 25 09:32:07 GMT 2025","passed","Tue Feb 25 09:32:07 GMT 2025","","org.kinotic.structures.namespace.NamespaceTests","org.kinotic.structures.namespace.NamespaceTests","createAndDeleteNamespace"
"","806","testFindAll()","","Tue Feb 25 09:32:01 GMT 2025","passed","Tue Feb 25 09:32:02 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindAll"
"","606","testBulk()","","Tue Feb 25 09:31:53 GMT 2025","passed","Tue Feb 25 09:31:53 GMT 2025","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","testBulk"
"","9375","Aggregate Test","NamedQueryTest","Tue Feb 25 09:34:50 GMT 2025","passed","Tue Feb 25 09:35:00 GMT 2025","","","",""
"","309","Test Save Multiple","NamedQueryTest","Tue Feb 25 09:35:05 GMT 2025","passed","Tue Feb 25 09:35:05 GMT 2025","","","",""
"","2247","Test Offset Based Paging With Iterator Single Page","EntityServiceTest","Tue Feb 25 09:35:23 GMT 2025","passed","Tue Feb 25 09:35:26 GMT 2025","","","",""
"","1","testAuthorizeWithEntityOnlyPolicies()","","Tue Feb 25 09:32:07 GMT 2025","passed","Tue Feb 25 09:32:07 GMT 2025","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWithEntityOnlyPolicies"
"","199","testCreateAndDeleteItem()","","Tue Feb 25 09:32:01 GMT 2025","passed","Tue Feb 25 09:32:01 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCreateAndDeleteItem"
"","6792","Test Basic CRUD","EntityServiceTest","Tue Feb 25 09:34:50 GMT 2025","passed","Tue Feb 25 09:34:57 GMT 2025","","","",""
"","0","testPolicyEvaluatorWithMissingDomainPolicy()","","Tue Feb 25 09:32:07 GMT 2025","passed","Tue Feb 25 09:32:07 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithMissingDomainPolicy"
"","2392","Test Cursor Based Paging With Iterator","EntityServiceTest","Tue Feb 25 09:35:12 GMT 2025","passed","Tue Feb 25 09:35:14 GMT 2025","","","",""
"","2880","Test FindByIds","EntityServiceTest","Tue Feb 25 09:34:57 GMT 2025","passed","Tue Feb 25 09:35:00 GMT 2025","","","",""
"","1","testPolicyEvaluatorWithFailedOperations()","","Tue Feb 25 09:32:07 GMT 2025","passed","Tue Feb 25 09:32:07 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithFailedOperations"
"","353","testFindByIdsNoneFound()","","Tue Feb 25 09:32:02 GMT 2025","passed","Tue Feb 25 09:32:03 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindByIdsNoneFound"
"","102","testFindByIds()","","Tue Feb 25 09:32:04 GMT 2025","passed","Tue Feb 25 09:32:04 GMT 2025","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindByIds"
"","187","Test Offset Based Paging With Iterator No Data","EntityServiceTest","Tue Feb 25 09:35:26 GMT 2025","passed","Tue Feb 25 09:35:26 GMT 2025","","","",""
"","2406","Test CountByQuery","EntityServiceTest","Tue Feb 25 09:35:03 GMT 2025","passed","Tue Feb 25 09:35:05 GMT 2025","","","",""
"","410","bulkSaveObjectWithMultipleIds()","","Tue Feb 25 09:31:53 GMT 2025","passed","Tue Feb 25 09:31:54 GMT 2025","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","bulkSaveObjectWithMultipleIds"
"","64","createStructureWithSameNameError()","","Tue Feb 25 09:32:08 GMT 2025","passed","Tue Feb 25 09:32:08 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createStructureWithSameNameError"
"","558","Test Optimistic Locking","VersionedTests","Tue Feb 25 09:34:57 GMT 2025","passed","Tue Feb 25 09:34:58 GMT 2025","","","",""
"","2507","Aggregate Pageable Test","NamedQueryTest","Tue Feb 25 09:35:02 GMT 2025","passed","Tue Feb 25 09:35:05 GMT 2025","","","",""
"","435","createPublishAndDeleteStructure()","","Tue Feb 25 09:32:07 GMT 2025","passed","Tue Feb 25 09:32:08 GMT 2025","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createPublishAndDeleteStructure"
"","0","testPolicyEvaluatorWithSuccessfulOperations()","","Tue Feb 25 09:32:07 GMT 2025","passed","Tue Feb 25 09:32:07 GMT 2025","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulOperations"
